Name,Meaning,Gender,Origin,Similar
Finella,White shouldered,Female,Irish,-
Finna,Fair,Female,Irish,-
Finola,Fair shoulders,Female,Irish,-
Fiona,Fair,Female,Irish,-
Fionn,Fair,Female,Irish,-
Fionna,Fair,Female,Irish,-
Fionnghuala,White shouldered,Female,Irish,-
Fionnuala,Fair shoulders,Female,Irish,-
Flanna,Redhead,Female,Irish,-
Fynballa,Fair shoulders,Female,Irish,-
Gairbraith,Scotsman in Ireland,Male,Irish,-
Gale,Lively,Male,Irish,-
Gale,stranger,Female,Irish,-
Gallagher,Eager helper,Male,Irish,-
Galloway,Scotsman in Ireland,Male,Irish,-
Galvin,sparrow,Male,Irish,-
Gannon,fair-complexioned,Male,Irish,-
Gara,Mastiff,Male,Irish,-
Garbhan,Rough,Male,Irish,-
Garran,Mighty with a spear,Male,Irish,-
Garrity,Surname,Male,Irish,-
Garvan,Friend in battle,Male,Irish,-
Garve,Rough peace,Male,Irish,-
Garvey,Rough peace,Male,Irish,-
Gearoid,Mighty with a spear,Male,Irish,-
Genty,Snow,Male,Irish,-
Geraghty,From the court,Male,Irish,-
Geralt,Mighty with a spear,Male,Irish,-
Gil,Serves Christ,Male,Irish,-
Gilbride,Serves Saint Bridget,Male,Irish,-
Gilchrist,Serves Christ,Male,Irish,-
Gildea,Serves God,Male,Irish,-
Gilibeirt,Illustrious pledge,Male,Irish,-
Gillean,Bible,Male,Irish,-
Gilley,Serves Christ,Male,Irish,-
Gilvarry,Serves Christ,Male,Irish,-
Giolla Chriost,Serves Christ,Male,Irish,-
Girvin,Small,Male,Irish,-
Giynna,Of the glen,Female,Irish,-
Gladys,Princess,Female,Irish,-
Glenna,Secluded valley or glen,Female,Irish,-
Gliona,Daughter of a river god,Female,Irish,-
Gobinet,Joy,Female,Irish,-
Gobnait,Joy,Female,Irish,-
Gobnat,Joy,Female,Irish,-
Godfrey,God's peace,Male,Irish,-
Gofraidh,God's peace,Male,Irish,-
Gormain,Blue eyed,Male,Irish,-
Gorman,Blue eyed,Male,Irish,-
Gormghlaith,Sad,Female,Irish,-
Gormley,Sad,Female,Irish,-
Gormley,Sad,Male,Irish,-
Gormly,Sad,Female,Irish,-
Gorrie,Peace from God,Male,Irish,-
Gorry,Peace from God,Male,Irish,-
Gothfraidh,Peaceful,Male,Irish,-
Grady,Noble,Male,Irish,-
Grainne,Love,Female,Irish,-
Greagoir,Watchful,Male,Irish,-
Griffin,Red or ruddy,Male,Irish,-
Grioghar,Vigilant watchman,Male,Irish,-
Gubnat,Joy,Female,Irish,-
Hagan,Youthful,Male,Irish,-
Haley,Ingenious,Male,Irish,-
Hanlon,Surname,Male,Irish,-
Hanraoi,Rules the home,Male,Irish,-
Harkin,Dark red,Male,Irish,-
Harrington,Surname,Male,Irish,-
Hayes,From the hedged land,Male,Irish,-
Heber,Surname,Male,Irish,-
Hegarty,Unjust,Male,Irish,-
Hennessy,Surname,Male,Irish,-
Hickey,Healer,Male,Irish,-
Hiero,Name of a saint,Male,Irish,-
Higgins,Intelligent,Male,Irish,-
Hiolair,Happy,Female,Irish,-
Hisolda,Fair lady,Female,Irish,-
Hogan,Youth,Male,Irish,-
Honor,Honor,Female,Irish,-
Honora,Honor,Female,Irish,-
Honoria,Honor,Female,Irish,-
Hoyt,Mind,Male,Irish,-
Hughes,Surname,Male,Irish,-
Hungas,One vigor,Male,Irish,-
Hurley,Sea tide,Male,Irish,-
Ibernia,From Ireland,Female,Irish,-
Ida,Thirsty,Female,Irish,-
Ide,Thirsty,Female,Irish,-
Ina,Pure,Female,Irish,-
Inerney,Steward of church lands,Male,Irish,-
Inis,Island,Female,Irish,-
Inis,Island,Male,Irish,-
Iniss,Island,Male,Irish,-
Innes,Island,Male,Irish,-
Innis,Island,Male,Irish,-
Inys,Island,Male,Irish,-
Isibeal,Consecrated to God,Female,Irish,-
Isleen,Vision,Female,Irish,-
Islene,Vision,Female,Irish,-
Ita,Thirsty,Female,Irish,-
Izett,Fair lady,Female,Irish,-
Jana,God is gracious,Female,Irish,-
Jarlath,Tributary lord,Male,Irish,-
Justin,Just,Male,Irish,-
Kady,Pure,Female,Irish,-
Kagan,A thinker,Male,Irish,-
Kagen,A thinker,Male,Irish,-
Kaitlan,Pure,Female,Irish,-
Kaitleen,Pure,Female,Irish,-
Kaitlin,Pure,Female,Irish,-
Kaitlyn,Pure,Female,Irish,-
Kaitlynn,Pure,Female,Irish,-
Kallen,Mighty warrior,Male,Irish,-
Kallie,From the forest,Female,Irish,-
Kane,Tribute,Male,Irish,-
Kasey,Brave,Female,Irish,-
Kasey,Brave,Male,Irish,-
Kasie,Brave,Female,Irish,-
Kathleen,Pure,Female,Irish,-
Kathleena,Pure,Female,Irish,-
Kathlene,Pure,Female,Irish,-
Kathlynn,Pure,Female,Irish,-
Kavan,Handsome,Male,Irish,-
Kaven,Handsome,Male,Irish,-
Keagan,Fire,Male,Irish,-
Kealan,Slender,Male,Irish,-
Keallach,Battle,Male,Irish,-
Kealy,Handsome,Male,Irish,-
Kean,Handsome,Male,Irish,-
Keana,Ancient,Female,Irish,-
Keanan,Ancient,Male,Irish,-
Keandre,Ancient,Male,Irish,-
Keane,Ancient,Male,Irish,-
Keanna,Ancient,Female,Irish,-
Keannen,Ancient,Male,Irish,-
Keara,from a saint's name,Female,Irish,-
Kearn,Dark,Male,Irish,-
Kearne,Dark,Male,Irish,-
Kearney,Dark,Male,Irish,-
Keary,Dark,Male,Irish,-
Keavy,Graceful,Female,Irish,-
Keefe,Handsome,Male,Irish,-
Keegan,Little fire,Male,Irish,-
Keeley,Brave warrior,Female,Irish,-
Keely,Brave warrior,Female,Irish,-
Keely,Handsome,Male,Irish,-
Keelyn,Brave warrior,Female,Irish,-
Keena,Brave,Female,Irish,-
Keenan,Ancient,Male,Irish,-
Keene,Ancient,Male,Irish,-
Keenon,Ancient,Male,Irish,-
Kegan,Little fire,Male,Irish,-
Keiana,Ancient,Female,Irish,-
Keilah,Brave warrior,Female,Irish,-
Keir,Little dark haired one,Male,Irish,-
Keira,Little dark haired one,Female,Irish,-
Keiran,Little dark haired one,Male,Irish,-
Kelan,Mghty warrior,Male,Irish,-
Kelcie,Ship island,Female,Irish,-
Kelcy,Ship island,Female,Irish,-
Kellach,Strife,Male,Irish,-
Kelleher,Loving husband,Male,Irish,-
Kellsey,Ship island,Female,Irish,-
Kelly,Warrior,Male,Irish,-
Kelsee,Ship island,Female,Irish,-
Kelsey,Ship island,Female,Irish,-
Kelsey,Ship island,Male,Irish,-
Kelsi,Ship island,Female,Irish,-
Kenan,Ancient,Male,Irish,-
Kenna,Beautiful,Female,Irish,-
Kennard,Bold,Male,Irish,-
Kennedy,Ugly head,Male,Irish,-
Kennelly,Handsome,Male,Irish,-
Kenny,Handsome,Male,Irish,-
Keon,Gift of God,Male,Irish,-
Kera,Dark haired one,Female,Irish,-
Keri,Dark haired one,Female,Irish,-
Keriana,Dark haired one,Female,Irish,-
Keriann,Dark haired one,Female,Irish,-
Kerianna,Dark haired one,Female,Irish,-
Kerianne,Dark haired one,Female,Irish,-
Kerilyn,Dark haired one,Female,Irish,-
Kerra,Dark haired one,Female,Irish,-
Kerri,Dark haired one,Female,Irish,-
Kerrianne,Dark haired one,Female,Irish,-
Kerrie,Dark haired one,Female,Irish,-
Kerrie,Dark haired one,Male,Irish,-
Kerrigan,Dark haired,Male,Irish,-
Kerry,Dark haired one,Female,Irish,-
Kerry,Dark haired one,Male,Irish,-
Kerwin,Little dark one,Male,Irish,-
Kerwyn,Little dark one,Male,Irish,-
Kevan,Handsome,Male,Irish,-
Kevay,Lovely and charming,Female,Irish,-
Keven,Little gentle one or handsome,Male,Irish,-
Keveon,Little gentle one or handsome,Male,Irish,-
Kevin,Little gentle one or handsome,Male,Irish,-
Kevinn,Little gentle one or handsome,Male,Irish,-
Kevion,Little gentle one or handsome,Male,Irish,-
Kevis,Little gentle one or handsome,Male,Irish,-
Kevon,Little gentle one or handsome,Male,Irish,-
Kevron,Little gentle one or handsome,Male,Irish,-
Kevyn,Little gentle one or handsome,Male,Irish,-
Kiahna,Ancient,Female,Irish,-
Kian,Archaic,Male,Irish,-
Kiana,Ancient,Female,Irish,-
Kiandra,Ancient,Female,Irish,-
Kiandria,Ancient,Female,Irish,-
Kiani,Ancient,Female,Irish,-
Kianna,Ancient,Female,Irish,-
Kianni,Ancient,Female,Irish,-
Kianni,Archaic,Male,Irish,-
Kiara,Dark,Female,Irish,-
Kiauna,Ancient,Female,Irish,-
Kiel,Land where cattle graze,Male,Irish,-
Kienan,Ancient,Male,Irish,-
Kiera,Dark haired one,Female,Irish,-
Kieran,Little and dark,Male,Irish,-
Kiernan,Little and dark,Male,Irish,-
Kieron,Little and dark,Male,Irish,-
Kildaire,From county Kildare,Male,Irish,-
Kildare,From county Kildare,Male,Irish,-
Kile,Land where cattle graze,Male,Irish,-
Kiley,Beautiful,Female,Irish,-
Kiley,Land where cattle graze,Male,Irish,-
Kilian,Little Kelly,Male,Irish,-
Killdaire,From county Kildare,Male,Irish,-
Killian,Little Kelly,Male,Irish,-
Kinnard,Steep slope,Male,Irish,-
Kinnat,Archaic,Female,Irish,-
Kinsella,Surname,Male,Irish,-
Kiona,Ancient,Female,Irish,-
Kionah,Ancient,Female,Irish,-
Kioni,Ancient,Female,Irish,-
Kionna,Ancient,Female,Irish,-
Kirby,Church village,Male,Irish,-
Korrigan,Spearman,Male,Irish,-
Kye,Land where cattle graze,Male,Irish,-
Kyla,Attractive,Female,Irish,-
Kylan,Land where cattle graze,Male,Irish,-
Kylar,Land where cattle graze,Male,Irish,-
Kyle,Land where cattle graze,Male,Irish,-
Kylee,Beautiful,Female,Irish,-
Kylen,Land where cattle graze,Male,Irish,-
Kyler,Land where cattle graze,Male,Irish,-
Kyran,Land where cattle graze,Male,Irish,-
Kyrell,Land where cattle graze,Male,Irish,-
Labhaoise,Famous warrior,Female,Irish,-
Laetitia,Happy,Female,Irish,-
Lakeland,Home of the Norse,Male,Irish,-
Lalor,Leper,Male,Irish,-
Lany,Servant,Male,Irish,-
Laoghaire,"calf herder, a shepard",Male,Irish,-
Laughlin,Servant,Male,Irish,-
Lawler,Stammerer or mutterer,Male,Irish,-
Leachlainn,Servant,Male,Irish,-
Leary,Cattle keeper,Male,Irish,-
Leathlobhair,Leper,Male,Irish,-
Lee,Dweller near the wood or clearing,Male,Irish,-
Leena,Wet meadow,Female,Irish,-
Leila,Dark beauty,Female,Irish,-
Lennon,Small cloak or cape,Male,Irish,-
lerne,From Ireland,Female,Irish,-
Levane,Risen,Female,Irish,-
Liadan,grey lady,Female,Irish,-
Liam,unwavering protector,Male,Irish,-
Lil,Lily,Female,Irish,-
llane,Tree,Female,Irish,-
llene,Light,Female,Irish,-
Lochlain,Home of the Norse,Male,Irish,-
Lochlann,Home of the Norse,Male,Irish,-
Loman,Bare,Male,Irish,-
Lorcan,Little fierce one,Male,Irish,-
Loughlin,Servant,Male,Irish,-
Lugaidh,Famous warrior,Male,Irish,-
Luighseach,Torch bringer,Female,Irish,-
Lun,Warlike,Male,Irish,-
Lunn,Warlike,Male,Irish,-
Lyam,Resolute protector,Male,Irish,-
Lynch,Mariner,Male,Irish,-
Mab,Joyous,Female,Irish,-
Mabbina,Baby,Female,Irish,-
Maclean,Son of Leander,Male,Irish,-
Mada,Powerful in battle,Female,Irish,-
Madailein,Magnificent,Female,Irish,-
Madden,Small dog Milos,Male,Irish,-
Maeleachlainn,Servant,Male,Irish,-
Maelisa,Serves Christ,Male,Irish,-
Maeve,Joy,Female,Irish,-
Magee,Son of Hugh,Male,Irish,-
Mago,Great,Male,Irish,-
Maher,Generous,Male,Irish,-
Mahon,Bear,Male,Irish,-
Mahoney,Bear,Male,Irish,-
Maible,Lovable,Female,Irish,-
Maille,Bitter,Female,Irish,-
Mailsi,Bitter,Female,Irish,-
Mainchin,Monk,Male,Irish,-
Maire,Bitter,Female,Irish,-
Mairia,Bitter,Female,Irish,-
Mairona,Bitter,Female,Irish,-
Maiti,Bitter,Female,Irish,-
Mal,Chief,Male,Irish,-
Malachy,Messenger of God,Male,Irish,-
Malloy,Noble chief,Male,Irish,-
Malone,Church going,Male,Irish,-
Maloney,Church going,Male,Irish,-
Malvin,Armored chief or ruler,Male,Irish,-
Malvina,Armored chief or ruler,Female,Irish,-
Mane,Great,Male,Irish,-
Mannix,Monk,Male,Irish,-
Mannuss,Great,Male,Irish,-
Manus,Great,Male,Irish,-
Maola,Handmaiden,Female,Irish,-
Maoli,Handmaiden,Female,Irish,-
Maolruadhan,Serves Saint Ruadhan,Male,Irish,-
Maonaigh,Wealthy,Male,Irish,-
Marcas,Warlike,Male,Irish,-
Mare,Bitter or sea of bitterness,Female,Irish,-
Marella,Renowned warrior,Female,Irish,-
Margaret,Pearl,Female,Irish,-
Marilla,Renowned warrior,Female,Irish,-
Maud,Mighty battle maiden,Female,Irish,-
Maude,Mighty battle maiden,Female,Irish,-
Maura,Bitter,Female,Irish,-
Maureen,Bitter,Female,Irish,-
Maurine,Bitter,Female,Irish,-
Maurya,Bitter,Female,Irish,-
Mave,Joy,Female,Irish,-
Mayra,Bitter,Female,Irish,-
Mccoy,Surname,Male,Irish,-
Meade,From the meadow,Male,Irish,-
Meadhbh,Happiness,Female,Irish,-
Meadhra,Happy,Male,Irish,-
Meara,Happy,Male,Irish,-
Mearr,Bitter,Female,Irish,-
Meeda,Thirsty,Female,Irish,-
Megdn,Pearl,Female,Irish,-
Meghan,Pearl,Female,Irish,-
Melrone,Serves Saint Ruadhan,Male,Irish,-
Melva,Armored ruler,Female,Irish,-
Melvin,Armored chief,Male,Irish,-
Melvyn,Armored chief,Male,Irish,-
Meriel,Shining sea,Female,Irish,-
Merna,Beloved,Female,Irish,-
Merv,Lover of the sea,Male,Irish,-
Mervin,Lover of the sea,Male,Irish,-
Micheal,Who is like God,Male,Irish,-
Mick,Who is like God,Male,Irish,-
Mickey,Who is like God,Male,Irish,-
Mide,Thirsty,Female,Irish,-
Mikeal,Who is like God,Male,Irish,-
Miles,Merciful,Male,Irish,-
Min,Love,Female,Irish,-
Mitch,Who is like God,Male,Irish,-
Mitchel,Who is like God,Male,Irish,-
Mitchell,Who is like God,Male,Irish,-
Mogue,Name of a saint,Male,Irish,-
Moina,Noble,Female,Irish,-
Moira,Great,Female,Irish,-
Moire,Great,Female,Irish,-
Molan,Servant of the storm,Male,Irish,-
Molli,Bitter,Male,Irish,-
Molli,Bitter,Female,Irish,-
Mollie,Bitter,Female,Irish,-
Molloy,Noble chief,Male,Irish,-
Mona,Noble,Female,Irish,-
Monca,Wise,Female,Irish,-
Moncha,Alone,Female,Irish,-
Monohan,Monk,Male,Irish,-
Mooney,Wealthy,Male,Irish,-
Moore,Marshland,Male,Irish,-
Mor,Great,Female,Irish,-
Morain,Great,Male,Irish,-
Moran,Great,Male,Irish,-
More,Great,Female,Irish,-
Moreen,Great,Female,Irish,-
Morella,Great,Female,Irish,-
Morgan,Sea warrior,Male,Irish,-
Morgayne,Bright sea,Female,Irish,-
Moriarty,sea warrior,Male,Irish,-
Morna,Beloved,Female,Irish,-
Morrin,Long haired,Female,Irish,-
Morrissey,Choice of the sea,Male,Irish,-
Moss,Marshland,Male,Irish,-
Moya,Bitter,Female,Irish,-
Moyna,Noble,Female,Irish,-
Muadhnait,Noble one,Female,Irish,-
Muiel,Knows the sea,Female,Irish,-
Muircheartaigh,Expert seaman,Male,Irish,-
Muire,Bitter,Female,Irish,-
Muireadhach,Lord of the sea,Male,Irish,-
Muireann,Long haired,Female,Irish,-
Muirgheal,Knows the sea,Female,Irish,-
Muirne,Beloved,Female,Irish,-
Mukonry,Hound of prosperity,Male,Irish,-
Mulcahy,Battle chief,Male,Irish,-
Mundy,From Reamon,Male,Irish,-
Murchadh,Fighter of the sea,Male,Irish,-
Murel,Knows the sea,Female,Irish,-
Murphey,Seawarrior,Male,Irish,-
Murphy,Seawarrior,Male,Irish,-
Murray,Lord of the sea,Male,Irish,-
Murrough,Fighter of the sea,Male,Irish,-
Murry,Lord of the sea,Male,Irish,-
Murtaugh,Surname,Male,Irish,-
Myles,Merciful,Male,Irish,-
Myma,Beloved,Female,Irish,-
Nainsi,Full of grace,Female,Irish,-
Nally,Poor,Male,Irish,-
Naomhan,Holy,Male,Irish,-
Neala,Champion,Female,Irish,-
Neason,Name of a saint,Male,Irish,-
Neilan,Champion,Male,Irish,-
Neill,Champion,Male,Irish,-
Nelda,Champion,Female,Irish,-
Nessan,Name of a saint,Male,Irish,-
Nevan,"holy, little saint",Male,Irish,-
Nevina,Holy,Female,Irish,-
Nevyn,Little holy one,Male,Irish,-
Niall,Champion,Male,Irish,-
Nolan,Noble,Male,Irish,-
Noland,Noble,Male,Irish,-
Nolen,Noble,Male,Irish,-
Nolyn,Noble,Male,Irish,-
Noreen,Honor,Female,Irish,-
Noreena,Honor,Female,Irish,-
Nuala,Lovely shoulders,Female,Irish,-
Nulte,From Ulster,Male,Irish,-
Nulty,From Ulster,Male,Irish,-
Obharnait,Little green one,Female,Irish,-
Odanodan,Of the red earth,Male,Irish,-
Odell,Otter,Male,Irish,-
Odhran,Pale green,Male,Irish,-
Odran,Pale green,Male,Irish,-
Oengus,One vigor,Male,Irish,-
Ohnicio,Honor,Female,Irish,-
Oilbhe,Olive,Female,Irish,-
Oistin,Majestic,Male,Irish,-
Olive,Olive tree,Female,Irish,-
Oma,Little green one,Female,Irish,-
Omat,Little green one,Female,Irish,-
Ona,One,Female,Irish,-
Onora,Honor,Female,Irish,-
Oona,One,Female,Irish,-
Oonagh,One,Female,Irish,-
Oran,Pale green,Male,Irish,-
Orghlaith,Golden,Female,Irish,-
Orla,Golden lady,Female,Irish,-
Orlaith,Golden lady,Female,Irish,-
Orlaithe,Golden lady,Female,Irish,-
Ossian,Fawn,Male,Irish,-
Padraig,Nobleman,Male,Irish,-
Padraigin,Noble,Female,Irish,-
Padriac,Nobleman,Male,Irish,-
Padric,Nobleman,Male,Irish,-
Pat,Nobleman,Male,Irish,-
Patrick,Nobleman,Male,Irish,-
Payton,Warrior's town,Male,Irish,-
Pearce,Rock,Male,Irish,-
Pearson,Rock,Male,Irish,-
Peyton,Warrior's town,Male,Irish,-
Phelan,Wolf,Male,Irish,-
Pierce,Rock,Male,Irish,-
Pierson,Lover of horses,Male,Irish,-
Piran,Prayer,Male,Irish,-
Quaid,Irish form of Walter,Male,Irish,-
Queran,Dark,Male,Irish,-
Quigley,Unruly hair,Male,Irish,-
Quillan,Cub,Male,Irish,-
Quin,Fifth,Male,Irish,-
Quinlan,"well-shaped, athletic",Male,Irish,-
Quinn,Fifth,Male,Irish,-
Rafer,Wolf councelor,Male,Irish,-
Raghnall,Strong judgement,Male,Irish,-
Raicheal,Ewe,Female,Irish,-
Ranait,Little prosperous one,Female,Irish,-
Ranalt,Little prosperous one,Female,Irish,-
Rathnait,Little prosperous one,Female,Irish,-
Rearden,Royal poet,Male,Irish,-
Redmond,Red haired defender,Male,Irish,-
Regan,Little king,Male,Irish,-
Reganne,Little ruler,Female,Irish,-
Reidhachadh,From the smooth field,Male,Irish,-
Reilley,Rye,Male,Irish,-
Reilly,Rye,Male,Irish,-
Renny,Mighty,Male,Irish,-
Renny,Little prosperous one,Female,Irish,-
Reynolds,Powerful judgement,Male,Irish,-
Riagan,Little king,Male,Irish,-
Rian,Little king,Male,Irish,-
Riana,Honorable,Female,Irish,-
Richael,Innocence of a lamb,Female,Irish,-
Riddoc,From the smooth field,Male,Irish,-
Riddock,From the smooth field,Male,Irish,-
Riley,Valiant,Male,Irish,-
Riobard,Royal poet,Male,Irish,-
Rioghnach,Queenly,Female,Irish,-
Rion,Kingly,Male,Irish,-
Riona,Queenly,Female,Irish,-
Riordain,Royal poet,Male,Irish,-
Riordan,Royal poet,Male,Irish,-
Roane,Red haired,Male,Irish,-
Roark,Famous ruler,Male,Irish,-
Rogan,Red haired,Male,Irish,-
Rohan,Red haired,Male,Irish,-
Roibeard,Bright fame,Male,Irish,-
Roibin,Bright fame,Male,Irish,-
Rois,Rose,Female,Irish,-
Ronan,Little seal,Male,Irish,-
Rooney,Redhead,Male,Irish,-
Rorey,Red ruler,Male,Irish,-
Rorke,Famous ruler,Male,Irish,-
Rorry,Red ruler,Male,Irish,-
Rory,Red ruler,Male,Irish,-
Rory,Famous ruler,Female,Irish,-
Rourke,Famous ruler,Male,Irish,-
Rowan,Red haired,Male,Irish,-
Rowe,Red haired,Male,Irish,-
Rowen,Red haired,Male,Irish,-
Rowin,Red haired,Male,Irish,-
Rowyn,Red haired,Male,Irish,-
Royan,Red haired,Male,Irish,-
Ruadhagan,Red haired,Male,Irish,-
Ruadhan,Name of a red haired saint,Male,Irish,-
Ruaidhri,Famous ruler,Male,Irish,-
Ruanaidh,Hero,Male,Irish,-
Ruarc,Famous ruler,Male,Irish,-
Ruark,Famous ruler,Male,Irish,-
Ryan,Little king,Male,Irish,-
Ryann,Little ruler,Female,Irish,-
Rye,Island meadow,Male,Irish,-
Ryen,Little king,Male,Irish,-
Rylan,Island meadow,Male,Irish,-
Ryland,Island meadow,Male,Irish,-
Rylee,Island meadow,Female,Irish,-
Ryleigh,Island meadow,Male,Irish,-
Ryley,Island meadow,Male,Irish,-
Ryon,Little king,Male,Irish,-
Sadbh,Good,Female,Irish,-
Sadhbba,Wise,Female,Irish,-
Sadhbh,Good,Female,Irish,-
Saraid,Excellent,Female,Irish,-
Sass,Saxon,Female,Irish,-
Scanlan,Scandal,Male,Irish,-
Scanlon,Scandal,Male,Irish,-
Scannalan,Scandal,Male,Irish,-
Scolaighe,Town crier,Male,Irish,-
Scota,Scotland,Female,Irish,-
Scully,Town crier,Male,Irish,-
Seafra,God's peace,Male,Irish,-
Seafraid,God's peace,Male,Irish,-
Seamus,Supplanter,Male,Irish,-
Sean,God is gracious,Male,Irish,-
Seana,God is gracious,Female,Irish,-
Seanachan,Wise one,Male,Irish,-
Seanan,Little old wise one,Male,Irish,-
Searlait,Manly,Female,Irish,-
Searlas,Manly,Male,Irish,-
Seireadan,Untamed,Male,Irish,-
Seosaimhin,He may add,Female,Irish,-
Seosaimhthin,He may add,Female,Irish,-
Shae,Supplanter,Male,Irish,-
Shae,Fairy palace,Female,Irish,-
Shai,God is gracious,Male,Irish,-
Shain,God is gracious,Male,Irish,-
Shaine,God is gracious,Male,Irish,-
Shamus,Supplanter,Male,Irish,-
Shan,God is gracious,Male,Irish,-
Shanae,God is gracious,Female,Irish,-
Shanahan,Wise one,Male,Irish,-
Shandon,God is gracious,Male,Irish,-
Shandy,God is gracious,Male,Irish,-
Shane,God is gracious,Female,Irish,-
Shane,God is gracious,Male,Irish,-
Shanessa,God is gracious,Female,Irish,Nessa
Shanley,Small,Male,Irish,-
Shann,God is gracious,Male,Irish,-
Shannon,Small and wise,Male,Irish,-
Shannon,"wise one, river name",Female,Irish,"Shan, Shanon, Shanen"
Shauden,God is gracious,Male,Irish,-
Shaughn,God is gracious,Male,Irish,-
Shaun,God is gracious,Male,Irish,-
Shauna,God is gracious,Female,Irish,-
Shaundre,God is gracious,Male,Irish,-
Shaunta,God is gracious,Female,Irish,-
Shaw,God is gracious,Male,Irish,-
Shawn,God is gracious,Male,Irish,-
Shawn,God is gracious,Female,Irish,-
Shawndrell,God is gracious,Female,Irish,-
Shawnn,God is gracious,Male,Irish,-
Shay,Supplanter,Male,Irish,-
Shayan,Supplanter,Male,Irish,-
Shaye,Supplanter,Male,Irish,-
Shayla,Fairy palace,Female,Irish,-
Shaylon,Supplanter,Male,Irish,-
Shayne,God is gracious,Male,Irish,-
Shea,"hawk-like, stately",Male,Irish,Shay
Shea,Fairy palace,Female,Irish,-
Sheary,Peace from God,Male,Irish,-
Sheehan,Little peaceful one,Male,Irish,-
Sheelah,Blind,Female,Irish,-
Sheena,God's gracious gift,Female,Irish,-
Sheila,Blind,Female,Irish,-
Shemus,Supplanter,Male,Irish,-
Sheridan,Untamed,Male,Irish,-
Sheridon,wild one,Male,Irish,Sheridan
Sheron,Divinely peaceful,Male,Irish,-
Shey,Gift of God,Male,Irish,-
Shona,God is gracious,Female,Irish,-
Shonn,Gift of God,Male,Irish,-
Shunta,God is gracious,Female,Irish,-
Siany,Good health,Female,Irish,-
Sibeal,Prophetess,Female,Irish,-
Sile,Youthful,Female,Irish,-
Sina,God is gracious,Female,Irish,-
Sine,God is gracious,Female,Irish,-
Sinead,gracious,Female,Irish,Siobhan
Sineidin,Praise,Female,Irish,-
Siobhan,Praise,Female,Irish,-
Siodhachan,Little peaceful one,Male,Irish,-
Sive,Goodness,Female,Irish,-
Skelly,Storyteller,Male,Irish,-
Slaine,Good health,Female,Irish,-
Slany,Good health,Female,Irish,-
Sloan,Warrior,Male,Irish,-
Sloane,Warrior,Female,Irish,-
Sorcha,Clear,Female,Irish,-
Sorley,Sailor,Male,Irish,-
Sosanna,Lily,Female,Irish,-
Sullivan,Dark eyes,Male,Irish,-
Sweeney,Little hero,Male,Irish,-
Sybil,Prophetess,Female,Irish,-
Taber,Well,Male,Irish,-
Tag,Son of the priest,Male,Irish,-
Taggart,Son of the priest,Male,Irish,-
Tara,Hill,Female,Irish,-
Tari,Hill,Female,Irish,-
Taryn,Hill,Female,Irish,-
Tate,Measure of land,Female,Irish,-
Tawnee,Tan,Female,Irish,-
Tawney,Tan,Female,Irish,-
Tawni,Tan,Female,Irish,-
Tawnia,Tan,Female,Irish,-
Tawnie,Tan,Female,Irish,-
Tawny,Tan,Female,Irish,-
Tawnya,Tan,Female,Irish,-
Teagan,Good looking,Female,Irish,-
Teaghue,Poet,Male,Irish,-
Teague,Poet,Male,Irish,-
Teamhair,Hill,Female,Irish,-
Tegan,Attractive,Female,Irish,-
Teige,Attractive,Female,Irish,-
Terence,Smooth,Male,Irish,-
Teris,Son of Terrence,Male,Irish,-
Terrence,Tender,Male,Irish,-
Terriss,Son of Terrence,Male,Irish,-
Thurl,Strong fort,Male,Irish,-
Thurle,Strong fort,Male,Irish,-
Tiarnach,Regal,Male,Irish,-
Tibbot,People's prince,Male,Irish,-
Tier,Regal,Male,Irish,-
Tiernan,Regal,Male,Irish,-
Tierney,Noble,Female,Irish,-
Tierney,Regal,Male,Irish,-
Tighearnach,Regal,Male,Irish,-
Tipper,Water pourer,Female,Irish,-
Toireasa,Strong,Female,Irish,-
Tor,Watchtower,Male,Irish,-
Toran,Watchtower,Male,Irish,-
Torean,Watchtower,Male,Irish,-
Toren,Watchtower,Male,Irish,-
Torence,Watchtower,Male,Irish,-
Torey,Watchtower,Male,Irish,-
Torin,Watchtower,Male,Irish,-
Torion,Watchtower,Male,Irish,-
Tormaigh,Thunder spirit,Male,Irish,-
Tormey,Thunder spirit,Male,Irish,-
Torran,Watchtower,Male,Irish,-
Torrance,Watchtower,Male,Irish,-
Torrans,Watchtower,Male,Irish,-
Torrence,Watchtower,Male,Irish,-
Torrey,Watchtower,Male,Irish,-
Torrian,Watchtower,Male,Irish,-
Tory,Watchtower,Male,Irish,-
Toryn,Watchtower,Male,Irish,-
Traigh,Strand,Male,Irish,-
Treabhar,Prudent,Male,Irish,-
Treacy,Fighter,Male,Irish,-
Treasa,Strong,Female,Irish,-
Treasach,Fighter,Male,Irish,-
Treasigh,Fighter,Male,Irish,-
Treise,Strong,Female,Irish,-
Trevina,Prudent,Female,Irish,-
Trevor,Prudent,Male,Irish,-
Troy,Foot soldier,Male,Irish,-
Tullia,Peaceful,Female,Irish,-
Tully,Peaceful,Male,Irish,-
Tyfiell,Battle,Male,Irish,-
Tyreece,Thunder ruler,Male,Irish,-
Tyrel,Thunder ruler,Male,Irish,-
Tyrell,Thunder ruler,Male,Irish,-
Tyrelle,Thunder ruler,Male,Irish,-
Tyrone,A county in northern Ireland,Male,Irish,-
